video_file,class_id,class_name,start_second,end_second,start_time,end_time,rows,duration_seconds
20241018043810.mp4,0,Reverse empty harvesting,1664,1667,2024-10-18 13:05:57,2024-10-18 13:06:00,4,4
20241018043810.mp4,2,Turning empty harvesting,1668,1674,2024-10-18 13:06:01,2024-10-18 13:06:07,7,7
20241018043810.mp4,0,Reverse empty harvesting,1675,1677,2024-10-18 13:06:08,2024-10-18 13:06:10,3,3
20241018043810.mp4,2,Turning empty harvesting,1678,1689,2024-10-18 13:06:11,2024-10-18 13:06:22,12,12
20241018043810.mp4,0,Reverse empty harvesting,1690,1694,2024-10-18 13:06:23,2024-10-18 13:06:27,5,5
20241018043810.mp4,3,Full-load harvesting,1695,1724,2024-10-18 13:06:28,2024-10-18 13:06:57,30,30
20241018043810.mp4,2,Turning empty harvesting,1725,1733,2024-10-18 13:06:58,2024-10-18 13:07:06,9,9
20241018043810.mp4,0,Reverse empty harvesting,1734,1741,2024-10-18 13:07:07,2024-10-18 13:07:14,8,8
20241018043810.mp4,2,Turning empty harvesting,1742,1745,2024-10-18 13:07:15,2024-10-18 13:07:18,4,4
20241018043810.mp4,3,Full-load harvesting,1746,1786,2024-10-18 13:07:19,2024-10-18 13:07:59,41,41
20241018050811.mp4,0,Reverse empty harvesting,544,545,2024-10-18 13:17:18,2024-10-18 13:17:19,2,2
20241018050811.mp4,0,Reverse empty harvesting,547,548,2024-10-18 13:17:21,2024-10-18 13:17:22,2,2
20241018050811.mp4,3,Full-load harvesting,549,555,2024-10-18 13:17:23,2024-10-18 13:17:29,7,7
20241018050811.mp4,2,Turning empty harvesting,556,559,2024-10-18 13:17:30,2024-10-18 13:17:33,4,4
20241018050811.mp4,0,Reverse empty harvesting,560,564,2024-10-18 13:17:34,2024-10-18 13:17:38,5,5
20241018050811.mp4,3,Full-load harvesting,565,588,2024-10-18 13:17:39,2024-10-18 13:18:02,24,24
20241018050811.mp4,3,Full-load harvesting,590,666,2024-10-18 13:18:04,2024-10-18 13:19:20,77,77
20241018050811.mp4,2,Turning empty harvesting,667,667,2024-10-18 13:19:21,2024-10-18 13:19:21,1,1
20241018050811.mp4,0,Reverse empty harvesting,668,673,2024-10-18 13:19:22,2024-10-18 13:19:27,6,6
20241018050811.mp4,3,Full-load harvesting,674,680,2024-10-18 13:19:28,2024-10-18 13:19:34,7,7
20241018050811.mp4,2,Turning empty harvesting,681,682,2024-10-18 13:19:35,2024-10-18 13:19:36,2,2
20241018050811.mp4,0,Reverse empty harvesting,683,688,2024-10-18 13:19:37,2024-10-18 13:19:42,6,6
20241018050811.mp4,3,Full-load harvesting,689,715,2024-10-18 13:19:43,2024-10-18 13:20:09,27,27
20241018050811.mp4,2,Turning empty harvesting,716,719,2024-10-18 13:20:10,2024-10-18 13:20:13,4,4
20241018050811.mp4,0,Reverse empty harvesting,720,724,2024-10-18 13:20:14,2024-10-18 13:20:18,5,5
20241018050811.mp4,2,Turning empty harvesting,725,728,2024-10-18 13:20:19,2024-10-18 13:20:22,4,4
20241018050811.mp4,0,Reverse empty harvesting,729,730,2024-10-18 13:20:23,2024-10-18 13:20:24,2,2
20241018050811.mp4,3,Full-load harvesting,731,771,2024-10-18 13:20:25,2024-10-18 13:21:05,41,41
20241018050811.mp4,0,Reverse empty harvesting,772,776,2024-10-18 13:21:06,2024-10-18 13:21:10,5,5
20241018050811.mp4,2,Turning empty harvesting,777,780,2024-10-18 13:21:11,2024-10-18 13:21:14,4,4
20241018050811.mp4,1,Straight empty harvesting,781,788,2024-10-18 13:21:15,2024-10-18 13:21:22,8,8
20241018050811.mp4,5,Straight transfer,789,793,2024-10-18 13:21:23,2024-10-18 13:21:27,5,5
20241018050811.mp4,8,Idling waiting,794,795,2024-10-18 13:21:28,2024-10-18 13:21:29,2,2
20241018050811.mp4,9,Unloading,796,812,2024-10-18 13:21:30,2024-10-18 13:21:46,17,17
20241018050811.mp4,4,Reverse transfer,813,835,2024-10-18 13:21:47,2024-10-18 13:22:09,23,23
20241018050811.mp4,0,Reverse empty harvesting,836,838,2024-10-18 13:22:10,2024-10-18 13:22:12,3,3
20241018050811.mp4,1,Straight empty harvesting,839,839,2024-10-18 13:22:13,2024-10-18 13:22:13,1,1
20241018050811.mp4,3,Full-load harvesting,840,896,2024-10-18 13:22:14,2024-10-18 13:23:10,57,57
20241018050811.mp4,2,Turning empty harvesting,897,898,2024-10-18 13:23:11,2024-10-18 13:23:12,2,2
20241018050811.mp4,0,Reverse empty harvesting,899,904,2024-10-18 13:23:13,2024-10-18 13:23:18,6,6
20241018050811.mp4,3,Full-load harvesting,905,911,2024-10-18 13:23:19,2024-10-18 13:23:25,7,7
20241018050811.mp4,8,Idling waiting,912,916,2024-10-18 13:23:26,2024-10-18 13:23:30,5,5
20241018050811.mp4,4,Reverse transfer,917,1001,2024-10-18 13:23:31,2024-10-18 13:24:55,85,85
20241018050811.mp4,3,Full-load harvesting,1002,1029,2024-10-18 13:24:56,2024-10-18 13:25:23,28,28
20241018050811.mp4,2,Turning empty harvesting,1030,1033,2024-10-18 13:25:24,2024-10-18 13:25:27,4,4
20241018050811.mp4,0,Reverse empty harvesting,1034,1040,2024-10-18 13:25:28,2024-10-18 13:25:34,7,7
20241018050811.mp4,3,Full-load harvesting,1041,1143,2024-10-18 13:25:35,2024-10-18 13:27:17,103,103
20241018050811.mp4,2,Turning empty harvesting,1144,1146,2024-10-18 13:27:18,2024-10-18 13:27:20,3,3
20241018050811.mp4,2,Turning empty harvesting,1148,1148,2024-10-18 13:27:22,2024-10-18 13:27:22,1,1
20241018050811.mp4,0,Reverse empty harvesting,1149,1151,2024-10-18 13:27:23,2024-10-18 13:27:25,3,3
20241018050811.mp4,0,Reverse empty harvesting,1153,1154,2024-10-18 13:27:27,2024-10-18 13:27:28,2,2
20241018050811.mp4,3,Full-load harvesting,1155,1181,2024-10-18 13:27:29,2024-10-18 13:27:55,27,27
20241018050811.mp4,2,Turning empty harvesting,1182,1184,2024-10-18 13:27:56,2024-10-18 13:27:58,3,3
20241018050811.mp4,0,Reverse empty harvesting,1185,1187,2024-10-18 13:27:59,2024-10-18 13:28:01,3,3
20241018050811.mp4,2,Turning empty harvesting,1188,1192,2024-10-18 13:28:02,2024-10-18 13:28:06,5,5
20241018050811.mp4,6,Turning transfer,1193,1194,2024-10-18 13:28:07,2024-10-18 13:28:08,2,2
20241018050811.mp4,4,Reverse transfer,1195,1202,2024-10-18 13:28:09,2024-10-18 13:28:16,8,8
20241018050811.mp4,8,Idling waiting,1203,1270,2024-10-18 13:28:17,2024-10-18 13:29:24,68,68
20241018050811.mp4,6,Turning transfer,1271,1276,2024-10-18 13:29:25,2024-10-18 13:29:30,6,6
20241018050811.mp4,5,Straight transfer,1277,1284,2024-10-18 13:29:31,2024-10-18 13:29:38,8,8
20241018050811.mp4,8,Idling waiting,1285,1287,2024-10-18 13:29:39,2024-10-18 13:29:41,3,3
20241018050811.mp4,9,Unloading,1288,1298,2024-10-18 13:29:42,2024-10-18 13:29:52,11,11
20241018050811.mp4,4,Reverse transfer,1299,1300,2024-10-18 13:29:53,2024-10-18 13:29:54,2,2
20241018050811.mp4,8,Idling waiting,1301,1314,2024-10-18 13:29:55,2024-10-18 13:30:08,14,14
20241018050811.mp4,6,Turning transfer,1315,1317,2024-10-18 13:30:09,2024-10-18 13:30:11,3,3
20241018050811.mp4,4,Reverse transfer,1318,1331,2024-10-18 13:30:12,2024-10-18 13:30:25,14,14
20241018050811.mp4,0,Reverse empty harvesting,1332,1335,2024-10-18 13:30:26,2024-10-18 13:30:29,4,4
20241018053032.mp4,4,Reverse transfer,200,221,2024-10-18 13:33:53,2024-10-18 13:34:14,22,22
20241018053032.mp4,9,Unloading,222,231,2024-10-18 13:34:15,2024-10-18 13:34:24,10,10
20241018053032.mp4,6,Turning transfer,232,235,2024-10-18 13:34:25,2024-10-18 13:34:28,4,4
20241018053032.mp4,4,Reverse transfer,236,244,2024-10-18 13:34:29,2024-10-18 13:34:37,9,9
20241018053032.mp4,8,Idling waiting,245,250,2024-10-18 13:34:38,2024-10-18 13:34:43,6,6
20241018053032.mp4,4,Reverse transfer,251,253,2024-10-18 13:34:44,2024-10-18 13:34:46,3,3
20241018053032.mp4,8,Idling waiting,254,257,2024-10-18 13:34:47,2024-10-18 13:34:50,4,4
20241018053032.mp4,9,Unloading,258,261,2024-10-18 13:34:51,2024-10-18 13:34:54,4,4
20241018053032.mp4,8,Idling waiting,262,282,2024-10-18 13:34:55,2024-10-18 13:35:15,21,21
20241018053032.mp4,5,Straight transfer,283,286,2024-10-18 13:35:16,2024-10-18 13:35:19,4,4
20241018053032.mp4,8,Idling waiting,287,296,2024-10-18 13:35:20,2024-10-18 13:35:29,10,10
20241018053032.mp4,5,Straight transfer,297,311,2024-10-18 13:35:30,2024-10-18 13:35:44,15,15
20241018053032.mp4,2,Turning empty harvesting,312,321,2024-10-18 13:35:45,2024-10-18 13:35:54,10,10
20241018053032.mp4,3,Full-load harvesting,322,364,2024-10-18 13:35:55,2024-10-18 13:36:37,43,43
20241018053032.mp4,2,Turning empty harvesting,365,368,2024-10-18 13:36:38,2024-10-18 13:36:41,4,4
20241018053032.mp4,0,Reverse empty harvesting,369,375,2024-10-18 13:36:42,2024-10-18 13:36:48,7,7
20241018053032.mp4,2,Turning empty harvesting,376,379,2024-10-18 13:36:49,2024-10-18 13:36:52,4,4
20241018053032.mp4,0,Reverse empty harvesting,380,384,2024-10-18 13:36:53,2024-10-18 13:36:57,5,5
20241018053032.mp4,3,Full-load harvesting,385,481,2024-10-18 13:36:58,2024-10-18 13:38:34,97,97
20241018053032.mp4,2,Turning empty harvesting,482,487,2024-10-18 13:38:35,2024-10-18 13:38:40,6,6
20241018053032.mp4,0,Reverse empty harvesting,488,492,2024-10-18 13:38:41,2024-10-18 13:38:45,5,5
20241018053032.mp4,3,Full-load harvesting,493,547,2024-10-18 13:38:46,2024-10-18 13:39:40,55,55
20241018053032.mp4,2,Turning empty harvesting,548,559,2024-10-18 13:39:41,2024-10-18 13:39:52,12,12
20241018053032.mp4,8,Idling waiting,560,587,2024-10-18 13:39:53,2024-10-18 13:40:20,28,28
20241018053032.mp4,6,Turning transfer,588,609,2024-10-18 13:40:21,2024-10-18 13:40:42,22,22
20241018053032.mp4,8,Idling waiting,610,633,2024-10-18 13:40:43,2024-10-18 13:41:06,24,24
20241018053032.mp4,9,Unloading,634,644,2024-10-18 13:41:07,2024-10-18 13:41:17,11,11
20241018053032.mp4,4,Reverse transfer,645,646,2024-10-18 13:41:18,2024-10-18 13:41:19,2,2
20241018053032.mp4,8,Idling waiting,647,676,2024-10-18 13:41:20,2024-10-18 13:41:49,30,30
20241018053032.mp4,5,Straight transfer,677,682,2024-10-18 13:41:50,2024-10-18 13:41:55,6,6
20241018053032.mp4,6,Turning transfer,683,684,2024-10-18 13:41:56,2024-10-18 13:41:57,2,2
20241018053032.mp4,4,Reverse transfer,685,704,2024-10-18 13:41:58,2024-10-18 13:42:17,20,20
20241018053032.mp4,0,Reverse empty harvesting,705,708,2024-10-18 13:42:18,2024-10-18 13:42:21,4,4
20241018053032.mp4,2,Turning empty harvesting,709,715,2024-10-18 13:42:22,2024-10-18 13:42:28,7,7
20241018053032.mp4,3,Full-load harvesting,716,770,2024-10-18 13:42:29,2024-10-18 13:43:23,55,55
20241018053032.mp4,2,Turning empty harvesting,771,773,2024-10-18 13:43:24,2024-10-18 13:43:26,3,3
20241018053032.mp4,0,Reverse empty harvesting,774,779,2024-10-18 13:43:27,2024-10-18 13:43:32,6,6
20241018053032.mp4,2,Turning empty harvesting,780,786,2024-10-18 13:43:33,2024-10-18 13:43:39,7,7
20241018053032.mp4,0,Reverse empty harvesting,787,796,2024-10-18 13:43:40,2024-10-18 13:43:49,10,10
20241018053032.mp4,3,Full-load harvesting,797,896,2024-10-18 13:43:50,2024-10-18 13:45:29,100,100
20241018053032.mp4,2,Turning empty harvesting,897,903,2024-10-18 13:45:30,2024-10-18 13:45:36,7,7
20241018053032.mp4,0,Reverse empty harvesting,904,908,2024-10-18 13:45:37,2024-10-18 13:45:41,5,5
20241018053032.mp4,2,Turning empty harvesting,909,912,2024-10-18 13:45:42,2024-10-18 13:45:45,4,4
20241018053032.mp4,3,Full-load harvesting,913,949,2024-10-18 13:45:46,2024-10-18 13:46:22,37,37
20241018053032.mp4,0,Reverse empty harvesting,950,961,2024-10-18 13:46:23,2024-10-18 13:46:34,12,12
20241018053032.mp4,8,Idling waiting,962,963,2024-10-18 13:46:35,2024-10-18 13:46:36,2,2
20241018053032.mp4,0,Reverse empty harvesting,964,966,2024-10-18 13:46:37,2024-10-18 13:46:39,3,3
20241018053032.mp4,8,Idling waiting,967,1049,2024-10-18 13:46:40,2024-10-18 13:48:02,83,83
20241018053032.mp4,9,Unloading,1050,1064,2024-10-18 13:48:03,2024-10-18 13:48:17,15,15
20241018053032.mp4,8,Idling waiting,1065,1070,2024-10-18 13:48:18,2024-10-18 13:48:23,6,6
20241018053032.mp4,6,Turning transfer,1071,1081,2024-10-18 13:48:24,2024-10-18 13:48:34,11,11
20241018053032.mp4,1,Straight empty harvesting,1082,1086,2024-10-18 13:48:35,2024-10-18 13:48:39,5,5
20241018053032.mp4,3,Full-load harvesting,1087,1159,2024-10-18 13:48:40,2024-10-18 13:49:52,73,73
20241018053032.mp4,2,Turning empty harvesting,1160,1165,2024-10-18 13:49:53,2024-10-18 13:49:58,6,6
20241018053032.mp4,0,Reverse empty harvesting,1166,1172,2024-10-18 13:49:59,2024-10-18 13:50:05,7,7
20241018053032.mp4,3,Full-load harvesting,1173,1274,2024-10-18 13:50:06,2024-10-18 13:51:47,102,102
20241018053032.mp4,0,Reverse empty harvesting,1275,1275,2024-10-18 13:51:48,2024-10-18 13:51:48,1,1
20241018055200.mp4,0,Reverse empty harvesting,4,5,2024-10-18 13:52:05,2024-10-18 13:52:06,2,2
20241018055200.mp4,5,Straight transfer,6,13,2024-10-18 13:52:07,2024-10-18 13:52:14,8,8
20241018055200.mp4,8,Idling waiting,14,17,2024-10-18 13:52:15,2024-10-18 13:52:18,4,4
20241018055200.mp4,9,Unloading,18,31,2024-10-18 13:52:19,2024-10-18 13:52:32,14,14
20241018055200.mp4,5,Straight transfer,32,44,2024-10-18 13:52:33,2024-10-18 13:52:45,13,13
20241018055200.mp4,6,Turning transfer,45,52,2024-10-18 13:52:46,2024-10-18 13:52:53,8,8
20241018055200.mp4,2,Turning empty harvesting,53,60,2024-10-18 13:52:54,2024-10-18 13:53:01,8,8
20241018055200.mp4,0,Reverse empty harvesting,61,62,2024-10-18 13:53:02,2024-10-18 13:53:03,2,2
20241018055200.mp4,3,Full-load harvesting,63,160,2024-10-18 13:53:04,2024-10-18 13:54:41,98,98
20241018055200.mp4,2,Turning empty harvesting,161,171,2024-10-18 13:54:42,2024-10-18 13:54:52,11,11
20241018055200.mp4,4,Reverse transfer,172,180,2024-10-18 13:54:53,2024-10-18 13:55:01,9,9
20241018055200.mp4,8,Idling waiting,181,271,2024-10-18 13:55:02,2024-10-18 13:56:32,91,91
20241018055200.mp4,5,Straight transfer,272,275,2024-10-18 13:56:33,2024-10-18 13:56:36,4,4
20241018055200.mp4,6,Turning transfer,276,282,2024-10-18 13:56:37,2024-10-18 13:56:43,7,7
20241018055200.mp4,0,Reverse empty harvesting,283,288,2024-10-18 13:56:44,2024-10-18 13:56:49,6,6
20241018055200.mp4,3,Full-load harvesting,289,366,2024-10-18 13:56:50,2024-10-18 13:58:07,78,78
20241018055200.mp4,0,Reverse empty harvesting,367,373,2024-10-18 13:58:08,2024-10-18 13:58:14,7,7
20241018055200.mp4,2,Turning empty harvesting,374,388,2024-10-18 13:58:15,2024-10-18 13:58:29,15,15
20241018055200.mp4,9,Unloading,389,406,2024-10-18 13:58:30,2024-10-18 13:58:47,18,18
20241018055200.mp4,8,Idling waiting,407,411,2024-10-18 13:58:48,2024-10-18 13:58:52,5,5
20241018055200.mp4,5,Straight transfer,412,416,2024-10-18 13:58:53,2024-10-18 13:58:57,5,5
20241018055200.mp4,8,Idling waiting,417,429,2024-10-18 13:58:58,2024-10-18 13:59:10,13,13
20241018055200.mp4,4,Reverse transfer,430,448,2024-10-18 13:59:11,2024-10-18 13:59:29,19,19
20241018055200.mp4,8,Idling waiting,449,450,2024-10-18 13:59:30,2024-10-18 13:59:31,2,2
20241018055200.mp4,1,Straight empty harvesting,451,455,2024-10-18 13:59:32,2024-10-18 13:59:36,5,5
20241018055200.mp4,3,Full-load harvesting,456,475,2024-10-18 13:59:37,2024-10-18 13:59:56,20,20
20241018055200.mp4,2,Turning empty harvesting,476,486,2024-10-18 13:59:57,2024-10-18 14:00:07,11,11
20241018055200.mp4,0,Reverse empty harvesting,487,490,2024-10-18 14:00:08,2024-10-18 14:00:11,4,4
20241018055200.mp4,3,Full-load harvesting,491,546,2024-10-18 14:00:12,2024-10-18 14:01:07,56,56
20241018055200.mp4,0,Reverse empty harvesting,547,554,2024-10-18 14:01:08,2024-10-18 14:01:15,8,8
20241018055200.mp4,3,Full-load harvesting,555,564,2024-10-18 14:01:16,2024-10-18 14:01:25,10,10
20241018055200.mp4,0,Reverse empty harvesting,565,573,2024-10-18 14:01:26,2024-10-18 14:01:34,9,9
20241018055200.mp4,1,Straight empty harvesting,574,580,2024-10-18 14:01:35,2024-10-18 14:01:41,7,7
20241018055200.mp4,3,Full-load harvesting,581,627,2024-10-18 14:01:42,2024-10-18 14:02:28,47,47
20241018055200.mp4,2,Turning empty harvesting,628,639,2024-10-18 14:02:29,2024-10-18 14:02:40,12,12
20241018055200.mp4,0,Reverse empty harvesting,640,643,2024-10-18 14:02:41,2024-10-18 14:02:44,4,4
20241018055200.mp4,3,Full-load harvesting,644,695,2024-10-18 14:02:45,2024-10-18 14:03:36,52,52
20241018055200.mp4,0,Reverse empty harvesting,696,699,2024-10-18 14:03:37,2024-10-18 14:03:40,4,4
20241018055200.mp4,8,Idling waiting,700,715,2024-10-18 14:03:41,2024-10-18 14:03:56,16,16
20241018055200.mp4,6,Turning transfer,716,717,2024-10-18 14:03:57,2024-10-18 14:03:58,2,2
20241018055200.mp4,4,Reverse transfer,718,719,2024-10-18 14:03:59,2024-10-18 14:04:00,2,2
20241018055200.mp4,8,Idling waiting,720,726,2024-10-18 14:04:01,2024-10-18 14:04:07,7,7
20241018055200.mp4,5,Straight transfer,727,729,2024-10-18 14:04:08,2024-10-18 14:04:10,3,3
20241018055200.mp4,8,Idling waiting,730,733,2024-10-18 14:04:11,2024-10-18 14:04:14,4,4
20241018055200.mp4,9,Unloading,734,742,2024-10-18 14:04:15,2024-10-18 14:04:23,9,9
20241018055200.mp4,8,Idling waiting,743,752,2024-10-18 14:04:24,2024-10-18 14:04:33,10,10
20241018055200.mp4,4,Reverse transfer,753,754,2024-10-18 14:04:34,2024-10-18 14:04:35,2,2
20241018055200.mp4,8,Idling waiting,755,778,2024-10-18 14:04:36,2024-10-18 14:04:59,24,24
20241018055200.mp4,1,Straight empty harvesting,779,781,2024-10-18 14:05:00,2024-10-18 14:05:02,3,3
20241018055200.mp4,3,Full-load harvesting,782,831,2024-10-18 14:05:03,2024-10-18 14:05:52,50,50
20241018055200.mp4,2,Turning empty harvesting,832,841,2024-10-18 14:05:53,2024-10-18 14:06:02,10,10
20241018055200.mp4,0,Reverse empty harvesting,842,844,2024-10-18 14:06:03,2024-10-18 14:06:05,3,3
20241018055200.mp4,3,Full-load harvesting,845,893,2024-10-18 14:06:06,2024-10-18 14:06:54,49,49
20241018055200.mp4,1,Straight empty harvesting,894,897,2024-10-18 14:06:55,2024-10-18 14:06:58,4,4
20241018055200.mp4,3,Full-load harvesting,898,910,2024-10-18 14:06:59,2024-10-18 14:07:11,13,13
20241018055200.mp4,0,Reverse empty harvesting,911,924,2024-10-18 14:07:12,2024-10-18 14:07:25,14,14
20241018055200.mp4,2,Turning empty harvesting,925,934,2024-10-18 14:07:26,2024-10-18 14:07:35,10,10
20241018055200.mp4,0,Reverse empty harvesting,935,941,2024-10-18 14:07:36,2024-10-18 14:07:42,7,7
20241018055200.mp4,2,Turning empty harvesting,942,946,2024-10-18 14:07:43,2024-10-18 14:07:47,5,5
20241018055200.mp4,3,Full-load harvesting,947,987,2024-10-18 14:07:48,2024-10-18 14:08:28,41,41
20241018055200.mp4,2,Turning empty harvesting,988,1002,2024-10-18 14:08:29,2024-10-18 14:08:43,15,15
20241018055200.mp4,8,Idling waiting,1003,1080,2024-10-18 14:08:44,2024-10-18 14:10:01,78,78
20241018055200.mp4,7,Engine-off waiting,1081,1427,2024-10-18 14:10:02,2024-10-18 14:15:48,347,347
20241018055200.mp4,8,Idling waiting,1428,1432,2024-10-18 14:15:49,2024-10-18 14:15:53,5,5
20241018055200.mp4,4,Reverse transfer,1433,1437,2024-10-18 14:15:54,2024-10-18 14:15:58,5,5
20241018055200.mp4,5,Straight transfer,1438,1442,2024-10-18 14:15:59,2024-10-18 14:16:03,5,5
20241018055200.mp4,8,Idling waiting,1443,1444,2024-10-18 14:16:04,2024-10-18 14:16:05,2,2
20241018055200.mp4,9,Unloading,1445,1456,2024-10-18 14:16:06,2024-10-18 14:16:17,12,12
20241018055200.mp4,8,Idling waiting,1457,1461,2024-10-18 14:16:18,2024-10-18 14:16:22,5,5
20241018055200.mp4,6,Turning transfer,1462,1468,2024-10-18 14:16:23,2024-10-18 14:16:29,7,7
20241018055200.mp4,8,Idling waiting,1469,1478,2024-10-18 14:16:30,2024-10-18 14:16:39,10,10
20241018055200.mp4,4,Reverse transfer,1479,1487,2024-10-18 14:16:40,2024-10-18 14:16:48,9,9
20241018061814.mp4,2,Turning empty harvesting,12,17,2024-10-18 14:18:29,2024-10-18 14:18:34,6,6
20241018061814.mp4,0,Reverse empty harvesting,18,21,2024-10-18 14:18:35,2024-10-18 14:18:38,4,4
20241018061814.mp4,3,Full-load harvesting,22,113,2024-10-18 14:18:39,2024-10-18 14:20:10,92,92
20241018061814.mp4,2,Turning empty harvesting,114,116,2024-10-18 14:20:11,2024-10-18 14:20:13,3,3
